SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,TRANSACTION_DATE
184799,0,Cash loans,M,Y,Y,1,202500.0,1350000.0,53541.0,1350000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010276,-15909,-1659,-8133.0,-4458,4.0,1,1,0,1,0,0,Sales staff,3.0,2,2,MONDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.6405318712478071,0.6730253087132598,0.7136313997323308,0.1332,0.001,0.9846,0.7892,0.0288,0.08,0.1897,0.3542,0.3958,0.1062,0.1086,0.1415,0.001,0.0007,0.0746,0.0,0.9856,0.8105,0.0251,0.0806,0.0345,0.4583,0.5,0.0327,0.0652,0.0738,0.0,0.0,0.1114,0.0,0.9846,0.792,0.0272,0.08,0.0862,0.3958,0.4375,0.0816,0.0915,0.1146,0.0,0.0,reg oper account,block of flats,0.2322,Panel,No,4.0,0.0,4.0,0.0,-3134.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,6.0,2025-05-16 06:52:23.432261
333781,0,Cash loans,F,N,Y,0,180000.0,318528.0,25294.5,252000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,-14315,-4080,-2193.0,-2697,,1,1,0,1,0,0,Sales staff,2.0,2,2,SATURDAY,8,0,0,0,0,0,0,Self-employed,0.4181280446933715,0.5910431769743466,0.4596904504249018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1546.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,2025-05-16 07:52:23.432261
344477,0,Cash loans,F,N,Y,2,112500.0,545040.0,20677.5,450000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.025164,-12608,-2947,-1869.0,-4186,,1,1,0,1,0,0,,3.0,2,2,TUESDAY,11,0,0,0,0,1,1,Other,,0.6408714724123011,0.6161216908872079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-16 08:52:23.432261
123193,0,Cash loans,M,Y,Y,0,202500.0,808650.0,24732.0,675000.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,0.072508,-19742,365243,-9348.0,-3179,15.0,1,0,0,1,0,0,,1.0,1,1,SATURDAY,12,0,0,0,0,0,0,XNA,0.8058131753287598,0.7510523968909802,0.8277026681625442,0.1227,0.097,0.9732,0.6328,,0.16,0.1379,0.2917,,0.0,0.0891,0.0983,0.0502,0.1575,0.125,0.1007,0.9732,0.6472,,0.1611,0.1379,0.2917,,0.0,0.0973,0.1024,0.0506,0.1668,0.1239,0.097,0.9732,0.6377,,0.16,0.1379,0.2917,,0.0,0.0906,0.1001,0.0505,0.1608,,block of flats,0.1553,"Stone, brick",No,0.0,0.0,0.0,0.0,-450.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3.0,2025-05-16 09:52:23.432261
302796,0,Cash loans,M,N,Y,0,202500.0,923454.0,34056.0,661500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-16345,-3386,-7843.0,-4160,,1,1,0,1,0,0,Security staff,2.0,2,2,FRIDAY,11,0,1,1,0,0,0,Security,,0.350223300051217,0.6512602186973006,,,0.9672,,,,0.0345,0.0,,0.004,,0.0019,,,,,0.9672,,,,0.0345,0.0,,0.0041,,0.002,,,,,0.9672,,,,0.0345,0.0,,0.0041,,0.0019,,,,block of flats,0.0015,Wooden,Yes,0.0,0.0,0.0,0.0,-1781.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,2025-05-16 10:52:23.432261
205389,0,Cash loans,F,N,Y,2,45000.0,412942.5,32755.5,373500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.020246,-11151,-2878,-747.0,-1741,,1,1,0,1,0,0,Core staff,4.0,3,3,MONDAY,7,0,0,0,0,1,1,Kindergarten,,0.2161889931177612,0.6263042766749393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0093,,No,3.0,0.0,3.0,0.0,-884.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2025-05-16 11:52:23.432261
318756,0,Cash loans,F,N,N,0,90000.0,215865.0,22117.5,202500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.00712,-23738,365243,-14556.0,-4787,,1,0,0,1,1,0,,1.0,2,2,SATURDAY,14,0,0,0,0,0,0,XNA,,0.615644282368553,0.7662336700704004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-901.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2025-05-16 12:52:23.432261
132883,0,Cash loans,F,N,Y,0,112500.0,337221.0,22536.0,337221.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.018209,-18878,-3453,-10058.0,-2420,,1,1,0,1,0,0,,2.0,3,3,SUNDAY,14,0,0,0,0,1,1,Business Entity Type 3,,0.089265539138842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-365.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-05-16 13:52:23.432261
231455,0,Cash loans,M,Y,Y,0,180000.0,239850.0,25317.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-19890,365243,-8739.0,-2275,1.0,1,0,0,1,0,0,,2.0,2,2,MONDAY,18,0,0,0,0,0,0,XNA,,0.7101648462858041,,0.0711,0.0804,0.9791,0.7144,0.033,0.0,0.1724,0.1667,0.0417,0.0208,0.0546,0.0629,0.0154,0.0166,0.0725,0.0834,0.9791,0.7256,0.0333,0.0,0.1724,0.1667,0.0417,0.0213,0.0597,0.0656,0.0156,0.0176,0.0718,0.0804,0.9791,0.7182,0.0332,0.0,0.1724,0.1667,0.0417,0.0212,0.0556,0.0641,0.0155,0.017,reg oper account,block of flats,0.0711,"Stone, brick",No,2.0,1.0,2.0,1.0,-1139.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-05-16 14:52:23.432261
430811,0,Cash loans,M,N,Y,0,90000.0,101880.0,9922.5,90000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.007305,-23417,365243,-1994.0,-4343,,1,0,0,1,0,0,,1.0,3,3,TUESDAY,7,0,0,0,1,0,0,XNA,,0.6130589964452773,0.7713615919194317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-351.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2025-05-16 15:52:23.432261
316360,0,Cash loans,F,Y,Y,0,157500.0,679500.0,22585.5,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-13675,-440,-1981.0,-4172,7.0,1,1,0,1,0,0,,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.6910956569795664,0.6664132847424076,0.2525986978339766,0.0165,0.0,0.9652,0.524,0.0017,0.0,0.069,0.0417,0.0833,0.0,0.0134,0.0073,0.0,0.0,0.0168,0.0,0.9652,0.5426,0.0017,0.0,0.069,0.0417,0.0833,0.0,0.0147,0.0066,0.0,0.0,0.0167,0.0,0.9652,0.5304,0.0017,0.0,0.069,0.0417,0.0833,0.0,0.0137,0.0074,0.0,0.0,not specified,block of flats,0.0065,Block,Yes,10.0,3.0,10.0,2.0,-128.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,2025-05-16 16:52:23.432261
265427,0,Revolving loans,F,N,N,0,90000.0,247500.0,12375.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0145199999999999,-15554,-767,-2450.0,-5733,,1,1,0,1,0,0,Sales staff,1.0,2,2,TUESDAY,9,0,0,0,0,1,1,Trade: type 7,0.4358410898539462,0.6280720666772568,0.2778856891082046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1909.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2025-05-16 17:52:23.432261
433587,0,Cash loans,F,N,N,1,157500.0,700830.0,20488.5,585000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,0.020246,-15882,-296,-7081.0,-4752,,1,1,0,1,0,0,Managers,2.0,3,3,TUESDAY,8,0,0,0,0,0,0,Other,0.5407222350234262,0.4218853220965175,0.5388627065779676,0.0619,0.0227,0.9841,,,0.0,0.1379,0.1667,,0.0,,0.0552,,0.0,0.063,0.0236,0.9841,,,0.0,0.1379,0.1667,,0.0,,0.0575,,0.0,0.0625,0.0227,0.9841,,,0.0,0.1379,0.1667,,0.0,,0.0562,,0.0,,block of flats,0.0481,"Stone, brick",No,0.0,0.0,0.0,0.0,-983.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,4.0,2025-05-16 18:52:23.432261
366850,0,Cash loans,M,N,Y,0,180000.0,352044.0,16542.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.04622,-14767,-1170,-6097.0,-1273,,1,1,0,1,0,0,Sales staff,1.0,1,1,THURSDAY,15,0,0,0,0,0,0,Trade: type 7,,0.3970184532171317,,0.067,0.0551,0.9846,,,,0.0345,0.1667,,0.0671,,0.0174,,0.0871,0.0683,0.0572,0.9846,,,,0.0345,0.1667,,0.0687,,0.0182,,0.0922,0.0677,0.0551,0.9846,,,,0.0345,0.1667,,0.0683,,0.0177,,0.0889,,block of flats,0.0375,"Stone, brick",No,0.0,0.0,0.0,0.0,-393.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-05-16 19:52:23.432261
123566,0,Cash loans,F,N,Y,0,157500.0,495216.0,26995.5,427500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0031219999999999,-13839,-722,-7410.0,-591,,1,1,0,1,0,0,Sales staff,2.0,3,3,SUNDAY,10,0,0,0,0,0,0,Self-employed,,0.1457275581664028,0.3046721837533529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2025-05-16 20:52:23.432261
455922,0,Cash loans,M,Y,N,2,256500.0,2290743.0,60556.5,2047500.0,"Spouse, partner",Commercial associate,Incomplete higher,Married,House / apartment,0.00702,-14320,-1310,-1556.0,-4610,33.0,1,1,0,1,0,0,Managers,4.0,2,2,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.6357371002512845,0.5884877883422673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,-16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2025-05-16 21:52:23.432261
